id,id_autor,nome_normalizado,h_index,n_colab_inter,p_colab_inter,d1_A1,d1_A2,d1_A3,d1_A4,d1_B1,d1_B2,d1_B3,d1_B4,d1_C/NI/NP,d1_total,d2_A1,d2_A2,d2_A3,d2_A4,d2_B1,d2_B2,d2_B3,d2_B4,d2_C/NI/NP,d2_total,d3_A1,d3_A2,d3_A3,d3_A4,d3_B1,d3_B2,d3_B3,d3_B4,d3_C/NI/NP,d3-total,d4_A1,d4_A2,d4_A3,d4_A4,d4_B1,d4_B2,d4_B3,d4_B4,d4_C/NI/NP,d4_total,cluster_k2,cluster_k3,cluster_k4
362,19389,LUIZ MARCOS GARCIA GONCALVES,10,6,9,0,0,0,0,0,0,0,0,18,18,0,4,0,1,1,1,0,0,123,130,15,8,3,2,3,4,0,3,123,161,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
363,17610,IVANOVITCH MEDEIROS DANTAS DA SILVA,10,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,8,2,0,1,1,2,0,0,63,77,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
364,54346,VANESSA GRAZIELE STAGGEMEIER,10,18,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,10,8,3,1,1,0,1,0,0,20,34,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
365,43948,FULVIO AURELIO DE MORAIS FREIRE,10,8,8,0,0,0,0,0,0,0,0,24,24,0,2,1,0,1,0,0,4,61,69,3,1,2,4,6,10,0,3,75,104,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
366,9379,CARLOS AUGUSTO GALVAO BARBOZA,10,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,1,0,0,0,1,96,98,1,8,4,3,3,9,8,12,65,113,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
367,42770,JULIANA DEO DIAS,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,18,4,2,0,1,5,0,0,0,51,63,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
368,45212,PATRICIA DOS SANTOS CALDERON,10,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,0,49,54,6,5,1,2,2,0,1,0,38,55,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
369,61109,ADRIANA DA FONTE PORTO CARREIRO,10,1,2,0,0,0,0,0,1,0,0,17,18,1,0,1,0,0,2,0,3,50,57,5,3,13,5,0,2,6,6,53,93,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
370,40029,UILAME UMBELINO GOMES,10,7,15,5,2,0,1,0,0,2,0,148,158,6,10,1,3,3,0,18,1,209,251,1,6,3,4,0,0,20,1,163,198,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
371,56844,ALEXANDRE HIDEKI OKANO,10,22,43,0,0,0,0,0,0,0,0,53,53,1,1,1,0,4,13,14,0,124,158,8,10,3,4,3,16,4,1,19,68,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
372,73537,DANIEL ALOISE,10,11,6,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,1,0,29,34,8,6,5,1,0,0,2,0,29,51,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
373,57557,FERNANDO JOSE VOLPI EUSEBIO DE OLIVEIRA,10,4,10,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,7,2,3,2,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
374,3706,MARCIO ZIKAN CARDOSO,10,8,17,1,0,0,0,0,0,0,0,8,9,0,0,2,0,1,0,0,0,20,23,5,2,3,2,1,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
375,71389,RENATA DE FATIMA PANOSSO,10,2,3,0,0,0,1,0,0,0,0,12,13,1,4,1,0,0,0,0,0,46,52,3,2,0,0,0,0,0,0,30,35,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
376,24586,LUCIANA SILVA CARNEIRO,10,8,63,0,0,0,0,0,0,0,0,9,9,0,1,1,0,0,0,0,0,35,37,10,4,4,0,2,0,0,0,23,43,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
377,1882,JUDNEY CLEY CAVALCANTE,10,9,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,27,29,5,9,1,5,7,0,0,1,40,68,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
378,62219,CARLSON PEREIRA DE SOUZA,10,7,11,0,2,0,0,0,0,0,0,43,45,4,5,0,0,0,0,8,1,126,144,11,8,4,3,2,0,6,2,52,88,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
379,62912,MIRIAM PLAZA PINTO,10,2,2,0,0,0,0,0,0,0,0,0,0,4,3,2,0,4,0,0,0,25,38,5,3,1,0,2,0,0,0,16,27,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
380,89982,IRAMI ARAUJO FILHO,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,119,122,3,8,0,5,11,4,3,45,116,195,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
381,51890,MARIA JOSE PEREIRA VILAR,10,1,1,1,0,2,1,0,1,0,0,4,9,2,2,1,2,2,8,1,0,28,46,4,0,1,1,3,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
382,3383,ADRIANA ROSA CARVALHO,10,9,9,0,0,0,1,0,0,0,0,16,17,1,0,2,0,2,0,0,1,61,67,9,6,2,1,0,1,0,1,7,27,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
383,62829,TIAGO PINHEIRO BRAGA,10,6,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,26,29,3,12,3,5,0,0,0,0,62,85,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
384,88820,MARCEL VINICIUS MEDEIROS OLIVEIRA,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,19,23,0,0,0,0,2,0,0,1,34,37,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
385,86728,MARCELLO FILGUEIRA,10,0,0,0,0,0,0,0,0,0,0,20,20,6,7,4,4,12,0,10,2,100,145,0,6,5,2,2,0,10,1,33,59,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
386,72898,RAFAEL BARROS GOMES DA CAMARA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,7,2,2,0,0,0,0,23,42,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster3
387,33349,GELSON DOS SANTOS DIFANTE,10,0,0,0,0,0,0,0,0,0,0,6,6,0,0,1,0,0,0,1,0,66,68,5,0,6,2,16,1,1,9,197,237,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
388,12462,AUGUSTO JOSE VENANCIO NETO,10,12,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,36,38,4,4,1,1,1,0,0,0,103,114,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
389,45171,EDUARDO LUIZ VOIGT,10,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,2,0,0,0,0,22,26,2,7,2,0,0,0,0,0,37,48,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
390,54139,TOMMASO MACRI,10,18,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,11,0,0,2,0,0,1,6,24,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
391,37608,DANIEL MARQUES DE ALMEIDA PESSOA,10,11,15,0,0,0,0,0,0,0,1,11,12,2,2,0,5,0,0,0,0,41,50,5,4,3,0,1,0,2,0,34,49,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
392,54095,RODRIGO FERNANDES LIRA DE HOLANDA,10,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,1,10,17,8,0,1,0,0,12,49,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
393,63122,PAULO SERGIO MARINHO LUCIO,10,11,148,3,1,0,0,0,0,0,0,7,11,0,0,0,1,0,0,0,0,23,24,3,1,1,2,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
394,75541,GUILHERME ORTIGARA LONGO,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,4,3,1,0,2,0,1,35,55,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
395,37352,FERNANDO RIBEIRO OLIVEIRA,10,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,9,1,7,4,0,2,0,8,0,95,117,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
396,45115,BRUNO LEONARDO CANTO MARTINS,10,19,50,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,22,24,3,15,0,0,0,0,0,0,27,45,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
397,53743,JOSE VERISSIMO FERNANDES,11,0,0,0,0,0,0,0,1,0,2,18,21,0,0,2,0,0,1,0,1,54,58,2,1,8,3,4,1,0,1,31,51,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster2
398,46895,FELIPE WARTCHOW,11,12,105,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,1,21,31,1,4,13,6,22,5,4,3,29,87,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
399,23372,JOMAR GOMES JARDIM,11,15,90,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,35,39,2,5,11,6,1,5,2,0,34,66,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
400,11389,GUSTAVO AUGUSTO SEABRA BARBOSA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,94,102,3,4,1,2,7,1,3,4,56,81,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster2
401,49979,GEORGE DANTAS DE AZEVEDO,11,8,8,0,0,0,0,0,5,4,0,44,53,14,15,2,6,2,36,12,2,172,261,11,4,5,7,2,9,0,0,8,46,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
402,64338,EUZEBIO GUIMARAES BARBOSA,11,10,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,8,3,15,9,1,1,0,0,0,8,37,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
403,40740,DYEGO LEANDRO BEZERRA DE SOUZA,11,24,21,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,43,48,10,4,11,9,7,11,1,7,63,123,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
404,32631,ANNE MAGALY DE PAULA CANUTO,11,6,6,0,0,0,0,0,0,0,0,12,12,2,4,0,1,0,0,0,0,64,71,7,3,4,0,2,1,0,0,73,90,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
405,41450,RODRIGO JULIANI SIQUEIRA DALMOLIN,11,7,13,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0,0,0,0,21,27,6,4,6,0,1,0,0,0,35,52,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
406,64108,JEFERSON DE SOUZA CAVALCANTE,11,4,8,1,0,0,0,0,0,0,0,27,28,0,5,0,1,1,0,0,0,71,78,9,8,4,9,9,2,1,1,85,128,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
407,78506,LEONARDO DANTAS MACHADO,11,16,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,2,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
408,55257,MIRIAM STELA MARIS DE OLIVEIRA COSTA,11,4,7,1,2,0,0,0,0,0,0,23,26,0,6,1,1,0,1,0,0,68,77,5,8,1,8,9,0,2,1,44,78,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
409,21038,MARCIO EDUARDO KREUTZ,11,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,27,27,0,1,0,1,1,1,1,1,27,33,0,0,0,0,0,0,0,0,0,0,cluster1,cluster0,cluster2
410,48734,RENATA SANTORO DE SOUSA LIMA MOBLEY,11,14,16,0,0,0,0,0,0,0,0,16,16,1,2,1,0,1,0,0,2,41,48,2,7,6,5,4,0,0,1,126,151,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
411,31354,MARIA DAS GRACAS ALMEIDA,11,4,5,0,0,0,0,0,0,0,0,25,25,1,2,6,3,1,0,0,0,69,82,12,8,6,4,4,2,1,0,32,69,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
412,48180,CICERO FLAVIO SOARES ARAGAO,11,0,0,0,1,0,0,0,0,0,0,16,17,1,5,0,0,1,1,0,0,86,94,2,17,2,2,4,0,0,0,124,151,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
413,76784,TULIO FLAVIO ACCIOLY DE LIMA E MOURA,11,1,2,0,0,0,1,0,0,0,0,38,39,0,5,0,0,1,0,0,0,66,72,1,6,2,2,2,1,0,0,41,55,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
414,92203,FERNANDA NERVO RAFFIN,11,0,0,2,0,0,0,0,0,0,0,20,22,0,5,2,1,2,0,0,0,40,50,1,6,1,3,3,1,0,0,12,27,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster2
415,25423,CAMILA GAMBINI PEREIRA,11,5,8,0,0,0,0,0,0,0,0,7,7,0,2,3,1,1,0,0,0,41,48,2,9,3,0,2,0,1,0,77,94,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
416,68423,JULIANA MARIA GAZZOLA,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,104,112,3,1,5,1,9,0,8,0,61,88,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster2
417,46720,MARCELO COELHO MIGUEL GEHARA,11,22,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,16,2,3,1,0,0,1,0,4,27,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
418,90735,RICARDO FERNANDO ARRAIS,11,2,3,1,0,1,0,0,0,0,0,16,18,1,0,5,0,0,0,0,0,63,69,4,1,3,1,1,1,2,0,52,65,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
419,76367,RODRIGO NEVES ROMCY PEREIRA,11,5,5,0,0,0,0,0,1,0,0,5,6,0,4,3,0,2,0,0,0,30,39,6,3,1,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
420,71729,BRUNO LOBAO SOARES,11,11,14,0,0,0,0,0,0,0,0,2,2,0,5,0,3,1,0,0,0,12,21,12,5,7,4,1,0,0,1,6,36,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
421,33923,CLAUDIO MARCOS TEIXEIRA DE QUEIROZ,11,10,22,3,1,0,0,0,1,0,0,12,17,1,1,3,4,0,0,0,0,11,20,5,4,2,2,0,0,0,0,16,29,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
422,61214,BIANCA DENISE BARBOSA DA SILVA,11,12,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,22,6,1,3,4,7,1,0,0,25,47,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
423,20018,LUIZ JANUARIO MAGALHAES AROEIRA,11,5,8,2,0,0,0,2,0,0,0,41,45,0,0,0,1,12,0,0,1,149,163,1,1,1,0,1,1,0,0,30,35,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
424,79315,ROBERTA DE SOUZA COELHO,11,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,22,22,3,2,0,0,0,0,2,0,29,36,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
425,39881,EVELINE PIPOLO MILAN,11,6,10,1,1,1,1,0,0,0,0,19,23,1,0,3,3,0,1,0,0,47,55,2,3,2,1,2,1,0,0,17,28,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
426,18184,BRUNO CAVALCANTE BELLINI,11,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,14,19,1,0,1,20,11,0,0,1,63,97,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
427,44300,NAITHIRITHI TIRUVENKATACHARY CHELLAPPA,11,6,6,0,0,1,1,0,0,0,0,45,47,0,0,3,0,1,0,0,0,130,134,0,0,1,1,1,0,0,9,16,28,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
428,22417,ANTONIO LUIZ PEREIRA DE SIQUEIRA CAMPOS,11,0,0,0,0,0,0,0,0,0,0,5,5,1,1,4,8,0,1,0,0,51,66,0,3,10,27,1,1,0,0,47,89,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
429,53064,RICARDO SILVEIRA NASAR,11,1,3,2,3,0,1,0,0,0,1,51,58,6,2,1,4,0,0,0,0,133,146,1,1,0,2,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
430,23034,MARIA DE FATIMA ARRUDA DE MIRANDA,11,7,7,1,0,0,2,0,0,0,0,44,47,4,2,0,2,0,0,0,0,47,55,0,2,0,0,4,0,3,0,18,27,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
431,28309,ALVARO CAMPOS CAVALCANTI MACIEL,12,8,7,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,1,2,0,7,15,10,4,4,8,1,2,3,1,16,49,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
432,9859,EDSON NORIYUKI ITO,12,3,10,0,0,0,0,0,0,0,0,0,0,2,3,5,2,1,0,0,0,59,72,5,7,4,3,2,2,1,0,106,130,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
433,30055,CARLOS CHESMAN DE ARAUJO FEITOSA,12,9,8,1,7,0,0,0,0,0,0,7,15,0,4,5,0,3,0,0,0,21,33,0,9,7,3,1,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
434,50152,ARNOBIO ANTONIO DA SILVA JUNIOR,12,9,10,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,79,84,18,25,11,8,5,2,0,0,33,102,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
435,48373,BRUNO CESAR DE VASCONCELOS GURGEL,12,2,2,0,0,0,0,0,0,0,0,6,6,5,2,0,0,0,0,0,0,74,81,2,6,1,5,1,1,2,2,113,133,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
436,26078,ANTONIO DE LISBOA LOPES COSTA,12,1,1,1,1,0,0,0,3,0,0,8,13,1,2,0,2,1,4,0,3,116,129,4,4,1,0,2,2,0,2,41,56,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
437,33221,LELIA MARIA GUEDES QUEIROZ,12,2,1,0,0,0,0,0,0,0,0,23,23,0,3,1,2,2,3,5,5,117,138,0,12,8,2,4,6,6,16,91,145,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
438,84112,JOSE MIGUEL ORTEGA,12,9,24,2,0,0,0,0,0,0,0,32,34,2,1,2,0,0,0,11,0,93,109,9,6,0,1,2,0,1,0,56,75,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
439,77085,BRAULIO SILVA BARROS,12,6,6,0,0,0,0,0,0,0,0,2,2,0,1,1,3,1,0,1,1,59,67,6,9,7,1,1,0,1,1,55,81,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
440,10130,HELENICE VITAL,12,19,22,1,1,0,0,0,0,0,0,45,47,2,2,1,0,16,6,8,1,159,195,6,9,2,4,3,3,3,0,62,92,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
441,42041,LINDA LEE HO,12,4,6,0,0,1,0,1,0,0,0,13,15,5,5,4,2,1,9,2,0,46,74,6,5,18,5,1,6,1,0,15,57,1,0,3,0,0,0,0,0,0,4,cluster0,cluster2,cluster1
442,29694,DEBORAH DE MELO MAGALHAES PADILHA,12,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,26,29,18,12,1,6,1,1,1,4,27,71,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
443,51212,ADRIANA FERREIRA UCHOA,12,1,1,0,0,0,1,0,0,0,0,8,9,3,2,1,2,0,2,0,0,41,51,6,6,4,1,0,0,0,0,24,41,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
444,50867,ADRIANO CALIMAN FERREIRA DA SILVA,12,10,63,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,49,52,10,8,5,1,2,0,0,0,34,60,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
445,22273,ANDRE MEGALI AMADO,12,9,17,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,40,45,12,2,1,0,2,0,0,0,11,28,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
446,17642,JOAQUIM MENDES FERREIRA,12,4,5,0,2,0,0,0,0,0,0,4,6,0,2,0,0,0,1,1,0,25,29,1,8,2,0,0,2,0,0,31,44,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
447,75265,SUZANA NOBREGA DE MEDEIROS,12,1,1,0,0,0,1,0,0,0,1,11,13,4,5,4,2,0,3,0,4,71,93,2,7,1,1,0,0,0,1,9,21,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
448,54487,NEDJA SUELY FERNANDES,12,6,6,0,1,0,0,0,0,0,2,14,17,0,9,0,0,0,0,0,2,53,64,2,4,2,2,0,1,5,7,52,75,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
449,71282,JANEUSA TRINDADE DE SOUTO,12,3,4,0,1,0,1,0,0,0,0,10,12,6,3,0,1,0,0,0,0,34,44,2,2,1,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
450,69560,ROSIANE VIANA ZUZA DINIZ,12,7,3,2,0,0,0,2,0,0,0,23,27,5,2,7,1,11,1,0,0,71,98,3,2,1,0,2,1,0,0,80,89,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
451,54985,JOSE DANIEL DINIZ MELO,12,17,16,0,0,0,0,0,0,0,0,3,3,4,4,3,0,1,0,0,0,34,46,11,4,3,2,1,0,1,0,39,61,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
452,40202,SALETE MARTINS ALVES,12,1,2,0,0,0,0,0,0,0,0,6,6,1,0,1,0,0,0,0,0,31,33,7,5,3,1,0,0,0,2,42,60,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
453,88352,VANESSA BECKER,12,7,24,0,0,0,0,2,0,2,0,13,17,1,0,1,0,1,0,1,0,38,42,6,2,3,1,7,1,0,0,88,108,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
454,23164,ROBERTO DIMENSTEIN,12,2,2,1,0,1,1,0,0,0,0,21,24,0,1,6,1,1,2,1,0,114,126,8,8,6,0,3,7,1,2,96,131,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
455,86609,EDUARDO CALDAS COSTA,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,32,38,14,12,4,7,4,21,7,1,52,122,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster1
456,12636,SIMONE NUNES BRANDAO,12,24,262,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,33,36,7,9,3,3,1,3,0,0,67,93,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
457,92444,FRANCISCO GEORGE BRADY MOREIRA,12,2,2,0,4,2,2,0,0,0,0,33,41,0,3,4,1,2,0,0,0,23,33,0,3,3,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
458,60870,TARCISO ANDRE FERREIRA VELHO,12,17,104,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,11,20,5,2,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
459,34799,BISMARCK LUIZ SILVA,12,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,10,5,3,0,0,0,27,60,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
460,70662,ANDRE DUCATI LUCHESSI,13,14,43,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,19,22,8,11,10,6,3,1,0,0,32,71,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
461,10824,ANA MARIA NOGALES VASCONCELOS,13,8,1309,0,0,0,0,0,0,0,0,15,15,0,0,0,0,1,1,0,1,40,43,13,1,4,0,0,1,0,1,69,89,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
462,225,JANILO SANTOS,13,4,4,0,0,0,5,1,0,0,0,12,18,0,3,2,2,1,0,0,0,28,36,1,2,2,1,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
463,28331,SILVANA MARIA ZUCOLOTTO LANGASSNER,13,10,10,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,36,40,4,13,8,5,6,0,1,2,34,73,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
464,88917,JORGE ESTEFANO SANTANA DE SOUZA,13,18,63,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,23,29,6,10,5,1,1,0,0,0,41,64,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
465,20354,MARCIO ASSOLIN CORREA,13,17,17,0,0,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,27,37,7,23,7,5,1,0,0,0,25,68,0,1,0,0,0,0,0,0,0,1,cluster0,cluster1,cluster1
466,87024,MARIA ANGELA FERNANDES FERREIRA,13,0,0,0,0,0,0,0,0,0,0,15,15,1,1,4,5,2,2,0,2,45,62,2,0,19,2,0,5,4,5,52,89,0,0,0,0,0,0,0,0,2,2,cluster0,cluster2,cluster1
467,41977,DAVID LOPES DE CASTRO,13,11,9,0,0,0,0,0,0,3,1,25,29,0,0,4,0,0,1,3,8,53,69,9,9,8,1,0,4,5,0,58,94,0,0,0,0,0,0,0,0,0,0,cluster0,cluster2,cluster1
468,63877,EVERALDO SILVINO DOS SANTOS,13,8,89,0,0,0,0,0,0,0,0,15,15,0,2,0,0,0,0,0,0,84,86,15,12,14,3,6,2,3,3,120,178,0,0,0,0,0,0,0,0,0,0,cluster0,cluster1,cluster3
469,38990,DJALMA RIBEIRO DA SILVA,13,22,14,0,0,0,0,0,0,0,0,32,32,0,3,0,1,0,0,1,1,63,69,17,16,6,6,3,4,4,2,155,213,0,0,0,0,0,0,0,0,0,0,cluster1,cluster1,cluster3
